s2,Movie,7:19,Jorge Michel Grau,DemiÃ¡n Bichir; HÃ©ctor Bonilla; Oscar Serrano; Azalia Ortiz; Octavio Michel; Carmen Beato,Mexico,December 23; 2016,2016,TV-MA,93 min,Dramas; International Movies,After a devastating earthquake hits Mexico City; trapped survivors from all walks of life wait to be rescued while trying desperately to stay alive.
s4,Movie,9,Shane Acker,Elijah Wood; John C. Reilly; Jennifer Connelly; Christopher Plummer; Crispin Glover; Martin Landau; Fred Tatasciore; Alan Oppenheimer; Tom Kane,United States,November 16; 2017,2009,PG-13,80 min,Action & Adventure; Independent Movies; Sci-Fi & Fantasy,In a postapocalyptic world; rag-doll robots hide in fear from dangerous machines out to exterminate them; until a brave newcomer joins the group.
